"SourceSystem","TargetSystem","EdgeType","Evidence","Strength","Impact","Notes","EvidenceSource"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Decorations/HalloweenDeco6.cs:Server.Items.HalloweenDeco6:v0","Hard","Save","Serialized kind Addon; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Decorations/HalloweenDeco7.cs:Server.Items.HalloweenDeco7:v0","Hard","Save","Serialized kind Addon; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Decorations/HalloweenDeco8.cs:Server.Items.HalloweenDeco8:v0","Hard","Save","Serialized kind Addon; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Decorations/HalloweenDeco9.cs:Server.Items.HalloweenDeco9:v0","Hard","Save","Serialized kind Addon; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/EerieGhost.cs:Server.Items.EerieGhost:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/HalloweenBag.cs:Server.Items.ChocolateMonster:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/HalloweenBag.cs:Server.Items.HalloweenBag:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/HalloweenBag.cs:Server.Items.HalloweenCostume:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/HalloweenGift.cs:Server.Items.HalloweenGift:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/HalloweenPack.cs:Server.Items.HalloweenPack:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/PackedCostume.cs:Server.Items.PackedCostume:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/BloodPentagramDeed.cs:Server.Items.BloodPentagramAddon:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/BloodPentagramDeed.cs:Server.Items.BloodPentagramDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/BloodyTableAddon.cs:Server.Items.BloodyTableAddon:v0","Hard","Save","Serialized kind Addon; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/BloodyTableAddon.cs:Server.Items.BloodyTableAddonDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin10:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin11:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin12:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin13:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin14:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin15:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin16:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin17:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin18:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin19:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin2:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin20:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin3:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin4:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin5:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin6:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin7:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Items:Gifts","Item Object Graph","Serialization","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/CarvedPumpkins.cs:Server.Items.CarvedPumpkin8:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
