"SourceSystem","TargetSystem","EdgeType","Evidence","Strength","Impact","Notes","EvidenceSource"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_MaulOfTheTitans.cs:Server.Items.MaulOfTheTitans:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_MelisandesCorrodedHatchet.cs:Server.Items.MelisandesCorrodedHatchet:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_MidnightBracers.cs:Server.Items.MidnightBracers:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_MidnightGloves.cs:Server.Items.MidnightGloves:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_MidnightHelm.cs:Server.Items.MidnightHelm:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_MidnightLegs.cs:Server.Items.MidnightLegs:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_MidnightTunic.cs:Server.Items.MidnightTunic:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_MinersPickaxe.cs:Server.Items.MinersPickaxe:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_NightsKiss.cs:Server.Items.NightsKiss:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_NoxBow.cs:Server.Items.NoxBow:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_NoxNightlight.cs:Server.Items.NoxNightlight:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_NoxRangersHeavyCrossbow.cs:Server.Items.NoxRangersHeavyCrossbow:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_OblivionsNeedle.cs:Server.Items.OblivionsNeedle:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_OrcChieftainHelm.cs:Server.Items.OrcChieftainHelm:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_OrcishVisage.cs:Server.Items.OrcishVisage:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_OrnamentOfTheMagician.cs:Server.Items.OrnamentOfTheMagician:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_OrnateCrownOfTheHarrower.cs:Server.Items.OrnateCrownOfTheHarrower:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_OssianGrimoire.cs:Server.Items.OssianGrimoire:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_OverseerSunderedBlade.cs:Server.Items.OverseerSunderedBlade:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Pacify.cs:Server.Items.Pacify:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_PadsOfTheCuSidhe.cs:Server.Items.PadsOfTheCuSidhe:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_PendantOfTheMagi.cs:Server.Items.PendantOfTheMagi:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Pestilence.cs:Server.Items.Pestilence:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_PhantomStaff.cs:Server.Items.PhantomStaff:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_PixieSwatter.cs:Server.Items.PixieSwatter:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_PolarBearBoots.cs:Server.Items.PolarBearBoots:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_PolarBearCloak.cs:Server.Items.PolarBearCape:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_PolarBearMask.cs:Server.Items.PolarBearMask:v2","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_PowerSurge.cs:Server.Items.PowerSurge:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Quell.cs:Server.Items.Quell:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RaedsGlory.cs:Server.Items.RaedsGlory:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RamusNecromanticScalpel.cs:Server.Items.RamusNecromanticScalpel:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ResillientBracer.cs:Server.Items.ResilientBracer:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Retort.cs:Server.Items.Retort:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RighteousAnger.cs:Server.Items.RighteousAnger:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RingOfHealth.cs:Server.Items.RingOfHealth:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RingOfTheElements.cs:Server.Items.RingOfTheElements:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RingOfTheMagician.cs:Server.Items.RingOfTheMagician:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RingOfTheVile.cs:Server.Items.RingOfTheVile:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RobeOfTeleportation.cs:Server.Items.RobeOfTeleportation:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RobeOfTheEclipse.cs:Server.Items.RobeOfTheEclipse:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RobeOfTheEquinox.cs:Server.Items.RobeOfTheEquinox:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RobeOfTreason.cs:Server.Items.RobeOfTreason:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RobinHoodsBow.cs:Server.Items.RobinHoodsBow:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RobinHoodsFeatheredHat.cs:Server.Items.RobinHoodsFeatheredHat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RodOfResurrection.cs:Server.Items.RodOfResurrection:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RoyalArchersBow.cs:Server.Items.RoyalArchersBow:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RoyalGuardsChestplate.cs:Server.Items.RoyalGuardsChestplate:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RoyalGuardsGorget.cs:Server.Items.RoyalGuardsGorget:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RoyalGuardSurvivalKnife.cs:Server.Items.RoyalGuardSurvivalKnife:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_RuneCarvingKnife.cs:Server.Items.RuneCarvingKnife:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SamaritanRobe.cs:Server.Items.SamaritanRobe:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SamuraiHelm.cs:Server.Items.SamuraiHelm:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SerpentsFang.cs:Server.Items.SerpentsFang:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Shadowblade.cs:Server.Items.ShadowBlade:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShadowDancerArms.cs:Server.Items.ShadowDancerArms:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShadowDancerCap.cs:Server.Items.ShadowDancerCap:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShadowDancerGloves.cs:Server.Items.ShadowDancerGloves:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShadowDancerGorget.cs:Server.Items.ShadowDancerGorget:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShadowDancerLeggings.cs:Server.Items.ShadowDancerLeggings:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShadowDancerTunic.cs:Server.Items.ShadowDancerTunic:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShaminoCrossbow.cs:Server.Items.ShaMontorrossbow:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShardTrasher.cs:Server.Items.ShardThrasher:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShieldOfInvulnerability.cs:Server.Items.ShieldOfInvulnerability:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShimmeringTalisman.cs:Server.Items.ShimmeringTalisman:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ShroudOfDeceit.cs:Server.Items.ShroudOfDeciet:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SilvanisFeywoodBow.cs:Server.Items.SilvanisFeywoodBow:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SinbadsSword.cs:Server.Items.SinbadsSword:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SongWovenMantle.cs:Server.Items.SongWovenMantle:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SoulSeeker.cs:Server.Items.SoulSeeker:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SpellWovenBritches.cs:Server.Items.SpellWovenBritches:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SpiritOfTheTotem.cs:Server.Items.SpiritOfTheTotem:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SprintersSandals.cs:Server.Items.SprintersSandals:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_StaffOfPower.cs:Server.Items.StaffOfPower:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_StaffofSnakes.cs:Server.Items.StaffofSnakes:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_StaffOfTheMagi.cs:Server.Items.StaffOfTheMagi:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_StitchersMittens.cs:Server.Items.StitchersMittens:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Stormbringer.cs:Server.Items.Stormbringer:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Subdue.cs:Server.Items.Subdue:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_SwiftStrike.cs:Server.Items.SwiftStrike:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TalonBite.cs:Server.Items.TalonBite:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheBeserkersMaul.cs:Server.Items.TheBeserkersMaul:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheDragonSlayer.cs:Server.Items.TheDragonSlayer:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheDryadBow.cs:Server.Items.TheDryadBow:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheNightReaper.cs:Server.Items.TheNightReaper:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheRobeOfBritanniaAri.cs:Server.Items.TheRobeOfBritanniaAri:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheTaskmaster.cs:Server.Items.TheTaskmaster:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TitansHammer.cs:Server.Items.TitansHammer:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TorchOfTrapFinding.cs:Server.Items.TorchOfTrapFinding:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemArms.cs:Server.Items.TotemArms:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemGloves.cs:Server.Items.TotemGloves:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemGorget.cs:Server.Items.TotemGorget:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemLeggings.cs:Server.Items.TotemLeggings:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemOfVoid.cs:Server.Items.TotemOfVoid:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemTunic.cs:Server.Items.TotemTunic:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TownGuardsHalberd.cs:Server.Items.TownGuardsHalberd:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
