"Command","AccessLevel","Handler","File","Line","System","Guards","Risk","DuplicateCommandCount","RegistrationLine"
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","834","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","839","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","844","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","849","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","854","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","859","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","864","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","869","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","874","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestLeaders.cs","160","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestLeaders.cs","165","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestPoints.cs","180","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestPoints.cs","186","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlUtils/WhatIsIt.cs","14","XMLSpawner","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlUtils/WriteMulti.cs","36","XMLSpawner","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlAdd.cs","761","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlEdit.cs","52","XMLSpawner","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlFind.cs","245","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Boats/Gumps/FindboatGump.cs","17","Boats","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Construction/Addons/SHTeleporter.cs","154","Items:Construction","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Containers/MarkContainer.cs","11","Items:Containers","AccessGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Decorations/Artifacts/StealableArtifactsSpawner.cs","361","Items:Decorations","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Decorations/Artifacts/StealableArtifactsSpawner.cs","366","Items:Decorations","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Doors/BaseDoor.cs","128","Items:Doors","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Doors/BaseDoor.cs","133","Items:Doors","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Food/Hunger.cs","15","Homestead","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Food/Hunger.cs","20","Homestead","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Houses/HouseFoundation.cs","974","Housing","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Houses/Monopoly/Decorate.cs","14","Housing","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard","Medium","0","CommandSystem.Register("
"","","OnCommand","Data/Scripts/Items/Houses/Monopoly/RUOVersion.cs","29","Housing","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard","Medium","0","Server.Commands.CommandSystem.Register(com, acc, new CommandEventHandler(OnCommand));"
"","","","Data/Scripts/Items/Magical/God/Commands/ItemExpCommand.cs","22","Items:Magical","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Magical/God/Commands/ItemExpCommand.cs","27","Items:Magical","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Misc/FlipableAttribute.cs","13","Items:Misc","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Misc/PublicMoongate.cs","120","Items:Misc","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Misc/Waypoint.cs","13","Items:Misc","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Items/Misc/Games/LiarsDice/DiceCommand.cs","26","Items:Misc","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Magic/Bard/SongCommandList.cs","110","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Death Knight/DeathKnightCommands.cs","77","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Elementalism/ElementalCommands.cs","74","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Holy Man/HolyManCommands.cs","65","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Jedi/JediCommandList.cs","62","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Jester/JesterCommandList.cs","70","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Magery/Spellbook.cs","42","Spell Framework","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Magic/Mystic/MysticCommandList.cs","78","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Research/ResearchCommands.cs","324","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Shinobi/ShinobiCommandList.cs","58","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Magic/Syth/SythCommandList.cs","66","Spell Framework","AccessGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/Quests/Quests.cs","15","Quests:Quests.cs","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","OnCommand","Data/Scripts/System/Chat/RUOVersion.cs","32","System:Chat","AccessGuard;BoundsGuard;NullGuard","Medium","0","Server.Commands.CommandSystem.Register(com, acc, new CommandEventHandler(OnCommand));"
"","","","Data/Scripts/System/Commands/Add.cs","17","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Add.cs","22","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Add.cs","27","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Add.cs","32","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/AddonGenerator.cs","168","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/AddToBank.cs","34","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/AddTrap.cs","13","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/AreaLog.cs","23","System:Commands","AccessGuard;BoundsGuard;MapGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Batch.cs","200","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/BodyValues.cs","22","Bulk Orders","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/ConvertPlayers.cs","15","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"Crash","Administrator","","Data/Scripts/System/Commands/CrashCommand.cs","12","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","High","1","CommandSystem.Register(""Crash"", AccessLevel.Administrator, Crash_OnCommand);"
"","","","Data/Scripts/System/Commands/Docs.cs","18","Bulk Orders","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Dupe.cs","12","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Dupe.cs","17","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/ExportWSC.cs","15","System:Commands","AccessGuard;BoundsGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/FaceLog.cs","21","System:Commands","AccessGuard;BoundsGuard;MapGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/GenCategorization.cs","40","System:Commands","AccessGuard;BoundsGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Handlers.cs","141","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/HelpAdmin.cs","17","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/HelpAdmin.cs","26","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/HelpInfo.cs","34","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/LogTreasureChests.cs","21","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/LogTreasureChests.cs","30","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/MultiMaker.cs","35","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/PointLog.cs","21","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Profiling.cs","15","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Profiling.cs","20","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Profiling.cs","25","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Profiling.cs","30","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Profiling.cs","35","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Profiling.cs","40","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Profiling.cs","45","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Properties.cs","25","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/RecordItems.cs","13","System:Commands","AccessGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/SignParser.cs","29","System:Commands","AccessGuard;BoundsGuard;MapGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Skills.cs","12","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Skills.cs","17","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Skills.cs","22","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/SkillsMenu.cs","17","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/SpawnerCatalog.cs","21","System:Commands","AccessGuard;BoundsGuard;MapGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/SpecialExport.cs","19","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/SpecialExport.cs","24","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/StaticExport.cs","20","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/StaticExport.cs","25","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Statics.cs","17","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Statics.cs","22","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Statics.cs","27","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Statics.cs","33","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Statics.cs","38","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Statics.cs","43","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/TargetLog.cs","22","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/VisibilityList.cs","17","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/VisibilityList.cs","22","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/VisibilityList.cs","27","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Wipe.cs","23","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Wipe.cs","28","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Wipe.cs","33","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Wipe.cs","38","System:Commands","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Gumps/Adddoorgump.cs","102","System:Commands","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Gumps/AdminGump.cs","150","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Gumps/ScanGump.cs","17","System:Commands","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Implementors/BaseCommandImplementor.cs","334","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Implementors/SingleCommandImplementor.cs","25","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/Afk.cs","22","System:Commands","AccessGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/AutoAttack.cs","13","System:Commands","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/AutoSheatheWeapon.cs","42","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/BandSelf.cs","14","System:Commands","AccessGuard;BoundsGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/BandSelf.cs","48","System:Commands","AccessGuard;BoundsGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/ClassicPoisoning.cs","13","System:Commands","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/CorpseSearch.cs","20","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/CorpseSearch.cs","29","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/CorpseSearch.cs","133","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/CorpseSearch.cs","142","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/Emote.cs","18","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/Emote.cs","985","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/Loot.cs","116","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/Loot.cs","125","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/MoonSearch.cs","20","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/MoonSearch.cs","29","System:Commands","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/MusicPlayer.cs","17","System:Commands","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/MusicPlaylist.cs","21","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/MusicPlaylist.cs","30","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/PlayBarbaric.cs","13","System:Commands","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/PlayEvil.cs","13","System:Commands","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/PlayOriental.cs","13","System:Commands","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/PrivateTime.cs","13","System:Commands","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/QuickBar.cs","26","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/QuickBar.cs","35","System:Commands","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/RegBar.cs","26","System:Commands","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/RegBar.cs","31","System:Commands","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/RegBar.cs","40","System:Commands","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/SkillListing.cs","40","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/SkillName.cs","13","System:Commands","AccessGuard;BoundsGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/Skills.cs","15","System:Commands","AccessGuard;MapGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","34","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","43","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","69","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","78","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","95","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","104","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","121","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","130","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","147","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","156","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","173","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","182","System:Commands","AccessGuard;StateGuard","Medium","0","CommandSystem.Register(command, access, handler);"
