"Path","Root","PrimaryRole","SecondaryRoles","System","Namespace","Types","IncludedInScriptsProject","ProjectTruthAction","Commands","Hooks","SerializedTypes","Gumps","ConfigData","Evidence"
"Data/Scripts/Custom/Offline Skill Training/Items/AdvancedStudyBooks.cs","Custom","Persistence","PlayerProgression","Custom:Offline Skill Training","Server.Items","class:AdvancedAlchemyStudyBook;class:AdvancedAnatomyStudyBook;class:AdvancedDruidismStudyBook;class:AdvancedMercantileStudyBook;class:AdvancedArmsLoreStudyBook;class:AdvancedParryStudyBook;class:AdvancedBeggingStudyBook;class:AdvancedBlacksmithStudyBook;class:AdvancedBowcraftStudyBook;class:AdvancedPeacemakingStudyBook;class:AdvancedCampingStudyBook;class:AdvancedCarpentryStudyBook;class:AdvancedCartographyStudyBook;class:AdvancedCookingStudyBook;class:AdvancedSearchingStudyBook;class:AdvancedDiscordanceStudyBook;class:AdvancedPsychologyStudyBook;class:AdvancedHealingStudyBook;class:AdvancedSeafaringStudyBook;class:AdvancedForensicsStudyBook;class:AdvancedHerdingStudyBook;class:AdvancedHidingStudyBook;class:AdvancedProvocationStudyBook;class:AdvancedInscribeStudyBook;class:AdvancedLockpickingStudyBook;class:AdvancedMageryStudyBook;class:AdvancedMagicResistStudyBook;class:AdvancedTacticsStudyBook;class:AdvancedSnoopingStudyBook;class:AdvancedMusicianshipStudyBook;class:AdvancedPoisoningStudyBook;class:AdvancedMarksmanshipStudyBook;class:AdvancedSpiritualismStudyBook;class:AdvancedStealingStudyBook;class:AdvancedTailoringStudyBook;class:AdvancedTamingStudyBook;class:AdvancedTastingStudyBook;class:AdvancedTinkeringStudyBook;class:AdvancedTrackingStudyBook;class:AdvancedVeterinaryStudyBook;class:AdvancedSwordsStudyBook;class:AdvancedBludgeoningStudyBook;class:AdvancedFencingStudyBook;class:AdvancedFistFightingStudyBook;class:AdvancedLumberjackingStudyBook;class:AdvancedMiningStudyBook;class:AdvancedMeditationStudyBook;class:AdvancedStealthStudyBook;class:AdvancedRemoveTrapStudyBook;class:AdvancedNecromancyStudyBook;class:AdvancedFocusStudyBook;class:AdvancedKnightshipStudyBook;class:AdvancedBushidoStudyBook;class:AdvancedNinjitsuStudyBook;class:AdvancedElementalismStudyBook","True","Keep","","","class:AdvancedAlchemyStudyBook;class:AdvancedAnatomyStudyBook;class:AdvancedDruidismStudyBook;class:AdvancedMercantileStudyBook;class:AdvancedArmsLoreStudyBook;class:AdvancedParryStudyBook;class:AdvancedBeggingStudyBook;class:AdvancedBlacksmithStudyBook;class:AdvancedBowcraftStudyBook;class:AdvancedPeacemakingStudyBook;class:AdvancedCampingStudyBook;class:AdvancedCarpentryStudyBook;class:AdvancedCartographyStudyBook;class:AdvancedCookingStudyBook;class:AdvancedSearchingStudyBook;class:AdvancedDiscordanceStudyBook;class:AdvancedPsychologyStudyBook;class:AdvancedHealingStudyBook;class:AdvancedSeafaringStudyBook;class:AdvancedForensicsStudyBook;class:AdvancedHerdingStudyBook;class:AdvancedHidingStudyBook;class:AdvancedProvocationStudyBook;class:AdvancedInscribeStudyBook;class:AdvancedLockpickingStudyBook;class:AdvancedMageryStudyBook;class:AdvancedMagicResistStudyBook;class:AdvancedTacticsStudyBook;class:AdvancedSnoopingStudyBook;class:AdvancedMusicianshipStudyBook;class:AdvancedPoisoningStudyBook;class:AdvancedMarksmanshipStudyBook;class:AdvancedSpiritualismStudyBook;class:AdvancedStealingStudyBook;class:AdvancedTailoringStudyBook;class:AdvancedTamingStudyBook;class:AdvancedTastingStudyBook;class:AdvancedTinkeringStudyBook;class:AdvancedTrackingStudyBook;class:AdvancedVeterinaryStudyBook;class:AdvancedSwordsStudyBook;class:AdvancedBludgeoningStudyBook;class:AdvancedFencingStudyBook;class:AdvancedFistFightingStudyBook;class:AdvancedLumberjackingStudyBook;class:AdvancedMiningStudyBook;class:AdvancedMeditationStudyBook;class:AdvancedStealthStudyBook;class:AdvancedRemoveTrapStudyBook;class:AdvancedNecromancyStudyBook;class:AdvancedFocusStudyBook;class:AdvancedKnightshipStudyBook;class:AdvancedBushidoStudyBook;class:AdvancedNinjitsuStudyBook;class:AdvancedElementalismStudyBook","","","progression path/type marker; serialization marker"
"Data/Scripts/Custom/Offline Skill Training/Items/LegendaryStudyBooks.cs","Custom","Persistence","PlayerProgression","Custom:Offline Skill Training","Server.Items","class:LegendaryAlchemyStudyBook;class:LegendaryAnatomyStudyBook;class:LegendaryDruidismStudyBook;class:LegendaryMercantileStudyBook;class:LegendaryArmsLoreStudyBook;class:LegendaryParryStudyBook;class:LegendaryBeggingStudyBook;class:LegendaryBlacksmithStudyBook;class:LegendaryBowcraftStudyBook;class:LegendaryPeacemakingStudyBook;class:LegendaryCampingStudyBook;class:LegendaryCarpentryStudyBook;class:LegendaryCartographyStudyBook;class:LegendaryCookingStudyBook;class:LegendarySearchingStudyBook;class:LegendaryDiscordanceStudyBook;class:LegendaryPsychologyStudyBook;class:LegendaryHealingStudyBook;class:LegendarySeafaringStudyBook;class:LegendaryForensicsStudyBook;class:LegendaryHerdingStudyBook;class:LegendaryHidingStudyBook;class:LegendaryProvocationStudyBook;class:LegendaryInscribeStudyBook;class:LegendaryLockpickingStudyBook;class:LegendaryMageryStudyBook;class:LegendaryMagicResistStudyBook;class:LegendaryTacticsStudyBook;class:LegendarySnoopingStudyBook;class:LegendaryMusicianshipStudyBook;class:LegendaryPoisoningStudyBook;class:LegendaryMarksmanshipStudyBook;class:LegendarySpiritualismStudyBook;class:LegendaryStealingStudyBook;class:LegendaryTailoringStudyBook;class:LegendaryTamingStudyBook;class:LegendaryTastingStudyBook;class:LegendaryTinkeringStudyBook;class:LegendaryTrackingStudyBook;class:LegendaryVeterinaryStudyBook;class:LegendarySwordsStudyBook;class:LegendaryBludgeoningStudyBook;class:LegendaryFencingStudyBook;class:LegendaryFistFightingStudyBook;class:LegendaryLumberjackingStudyBook;class:LegendaryMiningStudyBook;class:LegendaryMeditationStudyBook;class:LegendaryStealthStudyBook;class:LegendaryRemoveTrapStudyBook;class:LegendaryNecromancyStudyBook;class:LegendaryFocusStudyBook;class:LegendaryKnightshipStudyBook;class:LegendaryBushidoStudyBook;class:LegendaryNinjitsuStudyBook;class:LegendaryElementalismStudyBook","True","Keep","","","class:LegendaryAlchemyStudyBook;class:LegendaryAnatomyStudyBook;class:LegendaryDruidismStudyBook;class:LegendaryMercantileStudyBook;class:LegendaryArmsLoreStudyBook;class:LegendaryParryStudyBook;class:LegendaryBeggingStudyBook;class:LegendaryBlacksmithStudyBook;class:LegendaryBowcraftStudyBook;class:LegendaryPeacemakingStudyBook;class:LegendaryCampingStudyBook;class:LegendaryCarpentryStudyBook;class:LegendaryCartographyStudyBook;class:LegendaryCookingStudyBook;class:LegendarySearchingStudyBook;class:LegendaryDiscordanceStudyBook;class:LegendaryPsychologyStudyBook;class:LegendaryHealingStudyBook;class:LegendarySeafaringStudyBook;class:LegendaryForensicsStudyBook;class:LegendaryHerdingStudyBook;class:LegendaryHidingStudyBook;class:LegendaryProvocationStudyBook;class:LegendaryInscribeStudyBook;class:LegendaryLockpickingStudyBook;class:LegendaryMageryStudyBook;class:LegendaryMagicResistStudyBook;class:LegendaryTacticsStudyBook;class:LegendarySnoopingStudyBook;class:LegendaryMusicianshipStudyBook;class:LegendaryPoisoningStudyBook;class:LegendaryMarksmanshipStudyBook;class:LegendarySpiritualismStudyBook;class:LegendaryStealingStudyBook;class:LegendaryTailoringStudyBook;class:LegendaryTamingStudyBook;class:LegendaryTastingStudyBook;class:LegendaryTinkeringStudyBook;class:LegendaryTrackingStudyBook;class:LegendaryVeterinaryStudyBook;class:LegendarySwordsStudyBook;class:LegendaryBludgeoningStudyBook;class:LegendaryFencingStudyBook;class:LegendaryFistFightingStudyBook;class:LegendaryLumberjackingStudyBook;class:LegendaryMiningStudyBook;class:LegendaryMeditationStudyBook;class:LegendaryStealthStudyBook;class:LegendaryRemoveTrapStudyBook;class:LegendaryNecromancyStudyBook;class:LegendaryFocusStudyBook;class:LegendaryKnightshipStudyBook;class:LegendaryBushidoStudyBook;class:LegendaryNinjitsuStudyBook;class:LegendaryElementalismStudyBook","","","progression path/type marker; serialization marker"
"Data/Scripts/Custom/Offline Skill Training/Items/RandomStudyBooks.cs","Custom","Persistence","PlayerProgression","Custom:Offline Skill Training","Server.Items","class:AdvancedRandomStudyBook;class:LegendaryRandomStudyBook;class:StandardRandomStudyBook","True","Keep","","","class:AdvancedRandomStudyBook;class:LegendaryRandomStudyBook;class:StandardRandomStudyBook","","","progression path/type marker; serialization marker"
"Data/Scripts/Custom/Offline Skill Training/Items/StandardStudyBooks.cs","Custom","Persistence","PlayerProgression","Custom:Offline Skill Training","Server.Items","class:StandardAlchemyStudyBook;class:StandardAnatomyStudyBook;class:StandardDruidismStudyBook;class:StandardMercantileStudyBook;class:StandardArmsLoreStudyBook;class:StandardParryStudyBook;class:StandardBeggingStudyBook;class:StandardBlacksmithStudyBook;class:StandardBowcraftStudyBook;class:StandardPeacemakingStudyBook;class:StandardCampingStudyBook;class:StandardCarpentryStudyBook;class:StandardCartographyStudyBook;class:StandardCookingStudyBook;class:StandardSearchingStudyBook;class:StandardDiscordanceStudyBook;class:StandardPsychologyStudyBook;class:StandardHealingStudyBook;class:StandardSeafaringStudyBook;class:StandardForensicsStudyBook;class:StandardHerdingStudyBook;class:StandardHidingStudyBook;class:StandardProvocationStudyBook;class:StandardInscribeStudyBook;class:StandardLockpickingStudyBook;class:StandardMageryStudyBook;class:StandardMagicResistStudyBook;class:StandardTacticsStudyBook;class:StandardSnoopingStudyBook;class:StandardMusicianshipStudyBook;class:StandardPoisoningStudyBook;class:StandardMarksmanshipStudyBook;class:StandardSpiritualismStudyBook;class:StandardStealingStudyBook;class:StandardTailoringStudyBook;class:StandardTamingStudyBook;class:StandardTastingStudyBook;class:StandardTinkeringStudyBook;class:StandardTrackingStudyBook;class:StandardVeterinaryStudyBook;class:StandardSwordsStudyBook;class:StandardBludgeoningStudyBook;class:StandardFencingStudyBook;class:StandardFistFightingStudyBook;class:StandardLumberjackingStudyBook;class:StandardMiningStudyBook;class:StandardMeditationStudyBook;class:StandardStealthStudyBook;class:StandardRemoveTrapStudyBook;class:StandardNecromancyStudyBook;class:StandardFocusStudyBook;class:StandardKnightshipStudyBook;class:StandardBushidoStudyBook;class:StandardNinjitsuStudyBook;class:StandardElementalismStudyBook","True","Keep","","","class:StandardAlchemyStudyBook;class:StandardAnatomyStudyBook;class:StandardDruidismStudyBook;class:StandardMercantileStudyBook;class:StandardArmsLoreStudyBook;class:StandardParryStudyBook;class:StandardBeggingStudyBook;class:StandardBlacksmithStudyBook;class:StandardBowcraftStudyBook;class:StandardPeacemakingStudyBook;class:StandardCampingStudyBook;class:StandardCarpentryStudyBook;class:StandardCartographyStudyBook;class:StandardCookingStudyBook;class:StandardSearchingStudyBook;class:StandardDiscordanceStudyBook;class:StandardPsychologyStudyBook;class:StandardHealingStudyBook;class:StandardSeafaringStudyBook;class:StandardForensicsStudyBook;class:StandardHerdingStudyBook;class:StandardHidingStudyBook;class:StandardProvocationStudyBook;class:StandardInscribeStudyBook;class:StandardLockpickingStudyBook;class:StandardMageryStudyBook;class:StandardMagicResistStudyBook;class:StandardTacticsStudyBook;class:StandardSnoopingStudyBook;class:StandardMusicianshipStudyBook;class:StandardPoisoningStudyBook;class:StandardMarksmanshipStudyBook;class:StandardSpiritualismStudyBook;class:StandardStealingStudyBook;class:StandardTailoringStudyBook;class:StandardTamingStudyBook;class:StandardTastingStudyBook;class:StandardTinkeringStudyBook;class:StandardTrackingStudyBook;class:StandardVeterinaryStudyBook;class:StandardSwordsStudyBook;class:StandardBludgeoningStudyBook;class:StandardFencingStudyBook;class:StandardFistFightingStudyBook;class:StandardLumberjackingStudyBook;class:StandardMiningStudyBook;class:StandardMeditationStudyBook;class:StandardStealthStudyBook;class:StandardRemoveTrapStudyBook;class:StandardNecromancyStudyBook;class:StandardFocusStudyBook;class:StandardKnightshipStudyBook;class:StandardBushidoStudyBook;class:StandardNinjitsuStudyBook;class:StandardElementalismStudyBook","","","progression path/type marker; serialization marker"
"Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs","Custom","StartupWiring","Persistence;PlayerProgression","Custom:Offline Skill Training","Server.Items","class:StudyBook","True","Keep","","EventSink;Initialize;OnLogin;OnLogout;Timer.DelayCall","class:StudyBook","","","progression path/type marker; serialization marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Offline Skill Training/Vendors/SBStudyBookbinder.cs","Custom","PlayerProgression","Economy","Custom:Offline Skill Training","Server.Mobiles","class:SBStudyBookbinder;class:InternalBuyInfo;class:InternalSellInfo","True","Keep","","","","","","economy/government path marker; progression path/type marker"
"Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs","Custom","Persistence","PlayerProgression;Economy","Custom:Offline Skill Training","Server.Mobiles","class:StudyBookbinder","True","Keep","","","class:StudyBookbinder","","","economy/government path marker; progression path/type marker; serialization marker"
"Data/Scripts/Custom/OrbRemoteServer/MetalDoors.cs","Custom","Persistence","","Custom:OrbRemoteServer","Server.Items","class:NorthWestDoor;class:NorthEastDoor;class:SouthWestDoor;class:SouthEastDoor;class:WestNorthDoor;class:WestSouthDoor;class:EastNorthDoor;class:EastSouthDoor;class:Door","True","Keep","","","class:NorthWestDoor;class:NorthEastDoor;class:SouthWestDoor;class:SouthEastDoor;class:WestNorthDoor;class:WestSouthDoor;class:EastNorthDoor;class:EastSouthDoor;class:Door","","","serialization marker"
"Data/Scripts/Custom/OrbRemoteServer/OrbServer.cs","Custom","StartupWiring","","Custom:OrbRemoteServer","Server.Engines.OrbRemoteServer","class:OrbServer;class:OrbRegistryEntry;class:RequestSyncTimer;class:CommandSyncTimer;class:OrbClientState","True","Keep","","CustomTimerSubclass;Initialize;OnLogin","","","","startup/event/timer/world marker"
"Data/Scripts/Custom/OrbRemoteServer/SEDoors.cs","Custom","Persistence","","Custom:OrbRemoteServer","Server.Items","class:SWPaperSEDoor;class:SEPaperSEDoor;class:ESPaperSEDoor;class:ENPaperSEDoor;class:SWClothSEDoor;class:SEClothSEDoor;class:ESClothSEDoor;class:ENClothSEDoor;class:SWWoodenSEDoor;class:SEWoodenSEDoor;class:ESWoodenSEDoor;class:ENWoodenSEDoor","True","Keep","","","class:SWPaperSEDoor;class:SEPaperSEDoor;class:ESPaperSEDoor;class:ENPaperSEDoor;class:SWClothSEDoor;class:SEClothSEDoor;class:ESClothSEDoor;class:ENClothSEDoor;class:SWWoodenSEDoor;class:SEWoodenSEDoor;class:ESWoodenSEDoor;class:ENWoodenSEDoor","","","serialization marker"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BaseOrbToolRequest.cs","Custom","WorldState","","Custom:OrbRemoteServer","Server.Engines.UOArchitect","class:BaseOrbToolRequest","True","Keep","","","","","","world/quest/controller path marker"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BoundingBoxEx.cs","Custom","Unknown","","Custom:OrbRemoteServer","Server.Engines.UOArchitect","class:BoundingBoxPickerEx;class:PickTarget","True","Keep","","","","","","no Phase 1 marker or path classifier matched"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BuildDesignRequest.cs","Custom","StartupWiring","WorldState","Custom:OrbRemoteServer","Server.Engines.UOArchitect","class:BuildDesignRequest","True","Keep","","Initialize","","","","startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BuildDesignTarget.cs","Custom","Unknown","","Custom:OrbRemoteServer","Server.Engines.UOArchitect","class:BuildDesignTarget","True","Keep","","","","","","no Phase 1 marker or path classifier matched"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ClientCommands.cs","Custom","CommandSurface","StartupWiring","Custom:OrbRemoteServer","System.Scripts.Commands","class:ClientCommands;class:MultiDeleteCommand","True","Keep","MRemove:GameMaster;NudgeSelfDown:GameMaster;NudgeSelfUp:GameMaster","Initialize","","","","CommandSystem.Register marker; startup/event/timer/world marker"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/DeleteItemsCommand.cs","Custom","StartupWiring","","Custom:OrbRemoteServer","Server.Scripts.UOArchitect","class:DeleteItems","True","Keep","","Initialize","","","","startup/event/timer/world marker"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ExtractItemsRequest.cs","Custom","StartupWiring","Persistence;WorldState","Custom:OrbRemoteServer","Server.Engines.UOArchitect","class:ExtractItemsRequest","True","Keep","","Initialize","class:ExtractItemsRequest","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/GetLocationRequest.cs","Custom","StartupWiring","WorldState","Custom:OrbRemoteServer","Server.Engines.UOArchitect","class:GetLocationRequest","True","Keep","","Initialize","","","","startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/MobileSaver.cs","Custom","Unknown","","Custom:OrbRemoteServer","Server","class:MobileSaver","True","Keep","","","","","","no Phase 1 marker or path classifier matched"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/MoveItemsCommand.cs","Custom","StartupWiring","","Custom:OrbRemoteServer","Server.Scripts.UOArchitect","class:MoveItemsCommand","True","Keep","","Initialize","","","","startup/event/timer/world marker"
"Data/Scripts/Custom/OrbRemoteServer/UOArchitect/SelectItemsRequest.cs","Custom","StartupWiring","WorldState","Custom:OrbRemoteServer","Server.Engines.UOArchitect","class:SelectItemsRequest","True","Keep","","Initialize","","","","startup/event/timer/world marker; world/quest/controller path marker"
